animal_id,species,breed,age_years,sex,weight_kg,activity_level,diet_type,daily_calories,protein_percent,fat_percent,previous_diseases,region,avg_temperature_c,humidity_percent,rainfall_mm,air_quality_index,local_outbreak_risk_index,symptoms_current,predicted_disease,prediction_date,vet_recommended_action
12996,Cat,Persian,7.6,M,2.6,Medium,Homemade Cooked,1128.0,27.4,13.2,Arthritis,"Delhi, India",23.1,51.2,98.4,233.4,0.55,Lethargy,None,2025-10-11,Routine Checkup
12997,Cat,Bengal,4.3,M,10.0,Low,Raw + Veg Mix,675.0,23.6,19.3,Arthritis,"Gujarat, India",27.5,41.4,53.6,72.7,0.32,None,None,2025-10-14,Routine Checkup
12998,Dog,Pug,11.6,F,16.5,High,Commercial Kibble,416.0,22.8,10.1,None,"Delhi, India",15.2,34.0,19.6,158.6,0.43,None,None,2025-10-04,Routine Checkup
12999,Dog,Golden Retriever,9.2,M,9.4,Low,Homemade Cooked,2047.0,28.3,14.1,None,"Kerala, India",29.2,80.5,167.6,53.7,0.24,Watery Eyes,None,2025-09-27,Routine Checkup
13000,Dog,Labrador,10.5,M,4.3,High,Commercial Kibble,1787.0,30.5,11.8,None,"Kerala, India",26.5,74.5,202.1,52.9,0.34,Vomiting,Feline Upper Resp Infection,2025-10-03,Administer antibiotics
13001,Bird,Canary,3.2,F,3.6,High,Raw + Veg Mix,1224.0,26.8,15.2,None,"Maharashtra, India",29.9,54.3,168.1,115.0,0.39,Limping,None,2025-09-30,Routine Checkup
13002,Dog,Pug,7.7,M,23.5,High,Raw + Veg Mix,999.0,25.1,17.1,None,"Gujarat, India",32.8,42.1,138.6,110.5,0.25,None,None,2025-09-26,Routine Checkup
13003,Bird,Cockatiel,12.2,F,9.7,Medium,Commercial Kibble,933.0,28.5,14.8,None,"Delhi, India",20.2,50.7,96.3,210.0,0.55,None,None,2025-09-26,Routine Checkup
13004,Hamster,Syrian,1.7,F,8.9,Medium,Mixed Diet,1286.0,26.9,17.6,None,"Maharashtra, India",23.0,59.8,227.3,91.6,0.3,Sneezing,None,2025-10-20,Routine Checkup
13005,Hamster,Syrian,2.4,F,11.0,High,Mixed Diet,2174.0,30.9,18.7,Parvovirus,"Gujarat, India",22.7,38.3,125.1,126.6,0.37,None,None,2025-09-23,Routine Checkup
13006,Bird,Canary,5.8,M,2.8,High,Homemade Cooked,968.0,24.2,14.6,None,"Kerala, India",31.4,71.8,214.5,55.2,0.2,None,None,2025-09-25,Routine Checkup
13007,Bird,Canary,6.6,M,8.8,Medium,Dry + Wet Mix,1673.0,32.7,13.4,Parvovirus,"Gujarat, India",26.6,47.1,59.5,118.1,0.24,None,None,2025-09-24,Routine Checkup
13008,Dog,Labrador,11.0,F,13.6,High,Homemade Cooked,1412.0,20.9,11.5,None,"Gujarat, India",30.4,58.4,60.9,112.1,0.4,None,None,2025-09-26,Routine Checkup
13009,Bird,Cockatiel,11.9,M,2.7,High,Commercial Kibble,2048.0,26.8,16.3,Ear Infection,"Kerala, India",28.0,73.2,232.6,35.5,0.17,None,None,2025-09-23,Routine Checkup
13010,Hamster,Roborovski,3.0,M,5.8,High,Dry + Wet Mix,562.0,22.6,19.6,Ear Infection,"Kerala, India",30.5,81.4,218.6,46.5,0.26,Sneezing,None,2025-10-01,Routine Checkup
13011,Hamster,Roborovski,14.3,M,9.5,Medium,Homemade Cooked,792.0,26.3,18.3,None,"Gujarat, India",25.1,37.6,95.5,78.3,0.19,None,None,2025-10-14,Routine Checkup
13012,Dog,Labrador,10.4,F,17.4,High,Dry + Wet Mix,1901.0,25.2,17.3,Respiratory Infection,"Tamil Nadu, India",30.8,77.0,111.4,56.3,0.23,Loss of Appetite,Feline Upper Resp Infection,2025-10-11,Administer antibiotics
13013,Bird,Canary,4.8,M,7.4,High,Raw + Veg Mix,1476.0,20.9,18.3,None,"Gujarat, India",24.1,38.9,96.9,107.7,0.2,None,None,2025-10-03,Routine Checkup
13014,Cat,Siamese,6.7,M,11.7,Low,Mixed Diet,783.0,32.8,10.2,None,"Kerala, India",26.3,72.0,178.0,45.0,0.27,Limping,None,2025-10-01,Routine Checkup
13015,Cat,Persian,2.9,F,4.4,High,Raw + Veg Mix,1287.0,28.7,19.8,Ear Infection,"Maharashtra, India",24.2,67.9,136.0,69.2,0.25,None,None,2025-10-10,Routine Checkup
13016,Cat,Bengal,7.4,F,3.0,Medium,Commercial Kibble,1509.0,29.6,16.9,Parvovirus,"Kerala, India",29.4,72.1,174.3,39.8,0.37,None,None,2025-10-11,Routine Checkup
13017,Dog,Beagle,0.6,M,10.6,High,Commercial Kibble,1965.0,22.3,13.7,Parvovirus,"Maharashtra, India",26.2,56.9,181.9,90.4,0.41,None,None,2025-10-03,Routine Checkup
13018,Hamster,Roborovski,9.5,M,6.4,High,Commercial Kibble,1525.0,23.6,10.4,None,"Maharashtra, India",27.8,58.0,143.7,101.7,0.41,Lethargy,None,2025-10-17,Routine Checkup
13019,Cat,Persian,4.4,F,4.5,High,Dry + Wet Mix,1039.0,33.8,19.8,None,"Gujarat, India",22.1,30.6,32.8,120.7,0.43,Vomiting,Arthritis,2025-10-22,Administer antibiotics
13020,Bird,Parakeet,3.6,F,7.0,Medium,Commercial Kibble,2168.0,34.7,14.7,None,"Gujarat, India",24.8,31.0,58.1,88.3,0.24,Sneezing,Skin Allergy,2025-10-02,Provide joint supplements
13021,Cat,British Shorthair,1.9,M,3.9,Low,Homemade Cooked,1173.0,30.1,19.6,None,"Tamil Nadu, India",24.3,72.0,89.5,65.7,0.3,Vomiting,None,2025-10-16,Routine Checkup
13022,Hamster,Roborovski,6.9,M,6.2,Medium,Commercial Kibble,750.0,33.9,16.0,Skin Allergy,"Kerala, India",31.5,74.4,314.6,43.3,0.24,None,None,2025-10-23,Routine Checkup
13023,Rabbit,Netherland Dwarf,12.9,M,2.0,Medium,Dry + Wet Mix,1886.0,22.9,15.2,Parvovirus,"Delhi, India",31.6,33.3,73.6,224.2,0.32,Watery Eyes,None,2025-09-30,Routine Checkup
13024,Dog,Labrador,11.4,M,31.8,Medium,Commercial Kibble,1005.0,35.0,11.9,None,"Delhi, India",17.8,32.5,84.4,159.6,0.42,Lethargy,None,2025-09-27,Routine Checkup
13025,Cat,Bengal,11.3,F,2.7,Medium,Raw + Veg Mix,1204.0,28.7,12.4,None,"Maharashtra, India",27.7,48.2,198.9,66.5,0.36,None,None,2025-10-22,Routine Checkup
13026,Dog,Golden Retriever,13.7,F,9.5,Medium,Raw + Veg Mix,632.0,21.5,10.7,None,"Maharashtra, India",30.5,43.4,185.7,66.0,0.27,Watery Eyes,Arthritis,2025-10-07,Vet exam and vaccination update
13027,Bird,Parakeet,13.9,M,8.6,High,Commercial Kibble,1445.0,30.0,15.4,None,"Delhi, India",36.5,37.3,46.0,286.3,0.57,Sneezing,None,2025-09-28,Routine Checkup
13028,Bird,Cockatiel,15.0,F,7.9,High,Commercial Kibble,1570.0,34.4,10.9,Ear Infection,"Gujarat, India",27.1,49.6,57.2,124.6,0.33,None,None,2025-10-07,Routine Checkup
13029,Dog,German Shepherd,11.5,M,36.3,High,Commercial Kibble,1782.0,25.3,18.8,None,"Delhi, India",39.3,24.9,92.5,155.7,0.41,None,None,2025-10-21,Routine Checkup
13030,Cat,Siamese,11.8,F,4.7,Medium,Homemade Cooked,595.0,22.0,15.2,None,"Maharashtra, India",23.0,48.5,56.1,111.3,0.32,Vomiting,Arthritis,2025-10-13,Hydration therapy
13031,Bird,Cockatiel,8.9,F,9.5,High,Homemade Cooked,368.0,34.1,10.3,None,"Tamil Nadu, India",31.8,76.4,171.4,88.4,0.36,None,None,2025-10-08,Routine Checkup
13032,Dog,Golden Retriever,4.3,M,20.9,High,Commercial Kibble,890.0,26.9,12.4,None,"Tamil Nadu, India",34.4,62.6,183.3,89.8,0.36,None,None,2025-09-25,Routine Checkup
13033,Bird,Canary,14.3,F,10.2,Medium,Raw + Veg Mix,437.0,22.6,10.0,Respiratory Infection,"Tamil Nadu, India",33.6,72.1,190.1,88.1,0.33,Vomiting,None,2025-10-14,Routine Checkup
13034,Hamster,Roborovski,12.3,M,4.1,Low,Dry + Wet Mix,1161.0,26.2,12.1,None,"Gujarat, India",24.1,42.1,120.6,139.3,0.25,None,None,2025-10-14,Routine Checkup
13035,Dog,Labrador,7.4,M,13.1,Low,Commercial Kibble,1776.0,20.2,17.3,Arthritis,"Maharashtra, India",28.0,61.1,142.5,103.4,0.3,None,None,2025-10-05,Routine Checkup
13036,Bird,Parakeet,8.1,M,10.8,Low,Raw + Veg Mix,1274.0,26.4,19.1,None,"Gujarat, India",25.8,33.4,90.2,121.4,0.4,None,None,2025-09-29,Routine Checkup
13037,Cat,Siamese,9.8,F,2.4,Medium,Mixed Diet,672.0,31.0,13.3,None,"Gujarat, India",29.8,53.8,57.9,112.5,0.36,None,None,2025-10-05,Routine Checkup
13038,Cat,Maine Coon,4.7,F,8.6,Medium,Raw + Veg Mix,1252.0,30.0,17.3,Arthritis,"Kerala, India",28.4,81.0,291.6,52.2,0.27,None,None,2025-10-21,Routine Checkup
13039,Hamster,Roborovski,6.8,F,8.7,Medium,Mixed Diet,2045.0,27.0,15.6,None,"Maharashtra, India",33.0,55.8,64.7,96.8,0.42,Sneezing,None,2025-10-06,Routine Checkup
13040,Dog,Golden Retriever,3.1,M,7.2,Low,Dry + Wet Mix,328.0,25.2,17.8,Skin Allergy,"Delhi, India",26.4,33.1,97.9,156.9,0.34,None,None,2025-10-08,Routine Checkup
13041,Dog,Labrador,1.6,F,9.1,High,Commercial Kibble,459.0,23.5,17.6,None,"Maharashtra, India",25.3,44.5,151.6,108.0,0.25,None,None,2025-10-08,Routine Checkup
13042,Dog,Pug,10.5,M,10.5,High,Mixed Diet,924.0,29.9,17.3,Feline Upper Resp Infection,"Delhi, India",25.5,32.5,41.4,228.1,0.44,Watery Eyes,Respiratory Infection,2025-10-14,Provide joint supplements
13043,Cat,Maine Coon,6.1,M,5.0,High,Commercial Kibble,1066.0,22.0,16.5,Ear Infection,"Kerala, India",28.1,73.6,244.8,59.4,0.2,Sneezing,None,2025-09-29,Routine Checkup
13044,Dog,Labrador,8.9,M,22.2,Low,Raw + Veg Mix,319.0,24.7,17.2,Parvovirus,"Kerala, India",32.0,77.0,182.0,40.3,0.23,Loss of Appetite,Feline Upper Resp Infection,2025-09-23,Vet exam and vaccination update
13045,Bird,Canary,11.6,M,3.5,Low,Commercial Kibble,1233.0,26.7,18.6,Ear Infection,"Kerala, India",30.9,71.0,379.9,55.5,0.3,Vomiting,Ear Infection,2025-10-07,Administer antibiotics
13046,Bird,Parakeet,6.9,F,11.9,Low,Dry + Wet Mix,1645.0,33.5,14.1,None,"Tamil Nadu, India",25.7,61.7,181.6,72.5,0.33,None,None,2025-09-24,Routine Checkup
13047,Dog,Labrador,1.0,M,31.7,High,Dry + Wet Mix,1048.0,31.7,15.0,Ear Infection,"Maharashtra, India",25.9,68.1,107.7,79.4,0.42,None,None,2025-10-06,Routine Checkup
13048,Dog,Labrador,10.2,F,23.6,Low,Homemade Cooked,1768.0,20.6,13.4,Skin Allergy,"Gujarat, India",34.3,36.8,144.3,103.0,0.36,None,None,2025-10-19,Routine Checkup
13049,Dog,Beagle,4.6,F,13.9,Low,Homemade Cooked,2008.0,32.0,19.9,None,"Delhi, India",29.8,46.3,83.2,266.4,0.48,None,None,2025-10-04,Routine Checkup
13050,Hamster,Syrian,7.4,M,7.2,High,Dry + Wet Mix,1843.0,33.2,17.3,None,"Tamil Nadu, India",27.5,76.9,192.2,53.2,0.26,Sneezing,None,2025-10-04,Routine Checkup
13051,Cat,Bengal,5.8,M,8.2,Low,Commercial Kibble,1997.0,33.1,18.2,Arthritis,"Tamil Nadu, India",28.0,64.0,162.2,64.7,0.19,Vomiting,Ear Infection,2025-10-18,Administer antibiotics
13052,Cat,Maine Coon,12.6,M,6.6,Low,Mixed Diet,722.0,20.7,18.2,Respiratory Infection,"Tamil Nadu, India",30.9,62.6,137.3,51.6,0.38,None,None,2025-10-07,Routine Checkup
13053,Hamster,Syrian,9.4,F,6.7,Medium,Homemade Cooked,1719.0,29.4,10.3,Respiratory Infection,"Gujarat, India",22.9,33.8,77.7,114.7,0.32,Vomiting,None,2025-09-25,Routine Checkup
13054,Dog,Labrador,5.0,F,3.3,Low,Dry + Wet Mix,1174.0,27.0,18.5,Arthritis,"Gujarat, India",26.8,42.5,45.2,130.4,0.46,Watery Eyes,None,2025-10-22,Routine Checkup
13055,Bird,Parakeet,0.8,M,7.8,High,Mixed Diet,1032.0,32.2,17.4,None,"Kerala, India",28.2,70.5,215.4,44.8,0.37,None,None,2025-10-06,Routine Checkup
13056,Rabbit,Holland Lop,9.8,M,5.3,Low,Raw + Veg Mix,505.0,20.4,18.6,Skin Allergy,"Gujarat, India",30.3,36.9,24.7,132.6,0.43,None,None,2025-10-13,Routine Checkup
13057,Dog,Beagle,13.1,F,15.8,Low,Dry + Wet Mix,1275.0,23.9,16.6,Arthritis,"Gujarat, India",27.9,57.6,92.2,111.4,0.36,None,None,2025-09-27,Routine Checkup
13058,Rabbit,Holland Lop,11.5,F,2.7,Low,Mixed Diet,575.0,29.8,12.9,Feline Upper Resp Infection,"Tamil Nadu, India",26.5,76.9,187.0,66.7,0.36,None,None,2025-09-24,Routine Checkup
13059,Bird,Parakeet,8.1,M,6.5,Medium,Mixed Diet,731.0,29.8,14.3,Parvovirus,"Delhi, India",37.9,58.6,89.9,175.4,0.32,Vomiting,Feline Upper Resp Infection,2025-10-08,Administer antibiotics
13060,Cat,Persian,8.6,M,3.0,Medium,Commercial Kibble,1009.0,28.7,11.7,None,"Kerala, India",25.6,87.0,259.0,43.4,0.3,Lethargy,None,2025-10-04,Routine Checkup
13061,Dog,Labrador,4.0,M,33.3,High,Dry + Wet Mix,1385.0,26.9,13.5,None,"Delhi, India",34.3,47.5,46.3,328.5,0.61,None,None,2025-09-25,Routine Checkup
13062,Cat,Siamese,2.9,M,2.4,Low,Commercial Kibble,837.0,33.3,16.9,Arthritis,"Maharashtra, India",24.0,67.6,219.4,65.2,0.41,None,None,2025-09-29,Routine Checkup
13063,Dog,German Shepherd,7.6,M,28.9,Low,Raw + Veg Mix,378.0,32.0,19.0,Feline Upper Resp Infection,"Delhi, India",39.2,51.9,98.6,215.1,0.35,Sneezing,Respiratory Infection,2025-10-22,Administer antibiotics
13064,Hamster,Syrian,1.3,F,5.3,High,Commercial Kibble,1683.0,34.9,18.2,None,"Tamil Nadu, India",32.8,69.3,100.4,89.0,0.37,Limping,Feline Upper Resp Infection,2025-10-08,Adjust diet: increase protein
13065,Bird,Cockatiel,3.3,F,9.9,Low,Commercial Kibble,1279.0,26.6,12.1,Skin Allergy,"Gujarat, India",24.0,37.1,102.8,119.3,0.31,None,None,2025-09-28,Routine Checkup
13066,Hamster,Roborovski,8.2,M,7.2,Low,Dry + Wet Mix,2117.0,24.1,18.8,None,"Tamil Nadu, India",31.0,68.1,110.0,77.9,0.42,None,None,2025-10-19,Routine Checkup
13067,Rabbit,Holland Lop,1.4,F,8.8,Low,Raw + Veg Mix,600.0,31.6,13.2,Parvovirus,"Maharashtra, India",28.5,54.4,207.3,97.4,0.37,None,None,2025-09-29,Routine Checkup
13068,Dog,Beagle,10.6,F,21.9,High,Mixed Diet,1893.0,29.8,14.9,Feline Upper Resp Infection,"Gujarat, India",35.0,55.5,66.8,109.2,0.36,None,None,2025-09-25,Routine Checkup
13069,Cat,British Shorthair,0.8,M,7.1,Medium,Homemade Cooked,1641.0,33.9,10.8,Parvovirus,"Gujarat, India",28.4,34.7,88.7,123.5,0.46,None,None,2025-10-03,Routine Checkup
13070,Bird,Canary,1.1,F,7.2,High,Mixed Diet,2099.0,30.2,13.2,None,"Delhi, India",32.9,46.6,57.0,247.7,0.55,Vomiting,None,2025-10-21,Routine Checkup
13071,Hamster,Syrian,11.1,M,10.5,Medium,Raw + Veg Mix,1851.0,25.3,14.7,Parvovirus,"Gujarat, India",33.3,31.8,48.0,82.7,0.24,None,None,2025-10-17,Routine Checkup
13072,Bird,Cockatiel,12.1,M,8.3,Medium,Homemade Cooked,734.0,26.5,11.2,Parvovirus,"Tamil Nadu, India",27.7,71.8,180.5,74.1,0.36,None,None,2025-10-02,Routine Checkup
13073,Dog,German Shepherd,11.4,F,39.0,High,Mixed Diet,1514.0,24.8,13.4,None,"Tamil Nadu, India",25.4,62.9,195.9,68.4,0.43,Loss of Appetite,None,2025-10-05,Routine Checkup
13074,Rabbit,Netherland Dwarf,7.4,F,2.2,High,Homemade Cooked,758.0,22.0,15.6,Parvovirus,"Tamil Nadu, India",33.4,75.9,117.8,42.3,0.33,Watery Eyes,Skin Allergy,2025-10-16,Hydration therapy
13075,Bird,Cockatiel,10.7,F,10.4,High,Commercial Kibble,544.0,29.6,13.7,Arthritis,"Gujarat, India",33.7,43.6,33.2,98.7,0.25,None,None,2025-10-22,Routine Checkup
13076,Cat,Persian,8.6,F,2.6,High,Raw + Veg Mix,929.0,33.6,18.9,Arthritis,"Delhi, India",32.8,31.4,43.3,296.1,0.52,Coughing,None,2025-10-20,Routine Checkup
13077,Dog,Pug,14.0,F,33.1,High,Commercial Kibble,897.0,26.5,16.6,None,"Maharashtra, India",22.8,41.8,185.5,114.5,0.37,Sneezing,None,2025-10-18,Routine Checkup
13078,Bird,Canary,12.6,M,2.9,Medium,Raw + Veg Mix,2116.0,28.9,10.3,None,"Delhi, India",21.8,44.5,84.4,258.3,0.38,Lethargy,None,2025-10-13,Routine Checkup
13079,Dog,Labrador,5.1,F,13.9,Medium,Mixed Diet,1540.0,29.9,11.5,Arthritis,"Maharashtra, India",30.2,61.8,173.1,106.1,0.26,Vomiting,None,2025-10-12,Routine Checkup
13080,Rabbit,Holland Lop,12.9,F,4.3,High,Commercial Kibble,731.0,30.5,11.9,Skin Allergy,"Delhi, India",18.8,50.0,67.5,164.3,0.34,Coughing,Respiratory Infection,2025-10-08,Provide joint supplements
13081,Dog,Labrador,14.6,M,24.6,Low,Mixed Diet,337.0,30.5,12.0,None,"Gujarat, India",30.9,30.8,133.0,128.8,0.46,None,None,2025-10-14,Routine Checkup
13082,Rabbit,Netherland Dwarf,3.6,M,4.9,High,Homemade Cooked,662.0,32.8,15.3,None,"Kerala, India",29.5,84.1,229.0,37.4,0.18,Watery Eyes,None,2025-10-10,Routine Checkup
13083,Dog,Pug,3.5,M,31.5,Medium,Mixed Diet,2111.0,25.5,14.8,Feline Upper Resp Infection,"Delhi, India",20.6,37.3,73.4,257.4,0.56,None,None,2025-10-04,Routine Checkup
13084,Cat,Maine Coon,5.3,M,8.4,Low,Mixed Diet,1190.0,31.8,10.4,None,"Kerala, India",25.8,82.5,395.1,37.4,0.39,None,None,2025-10-07,Routine Checkup
13085,Bird,Canary,0.6,M,4.0,High,Raw + Veg Mix,1531.0,22.0,16.0,None,"Kerala, India",25.5,77.5,187.9,51.6,0.33,None,None,2025-09-28,Routine Checkup
13086,Bird,Parakeet,1.2,M,3.3,Medium,Raw + Veg Mix,1289.0,31.1,18.9,None,"Delhi, India",32.3,36.1,44.1,159.9,0.43,Watery Eyes,None,2025-09-23,Routine Checkup
13087,Hamster,Syrian,7.7,F,7.4,High,Mixed Diet,1411.0,32.5,19.3,Ear Infection,"Maharashtra, India",29.9,51.3,81.4,61.4,0.21,None,None,2025-09-30,Routine Checkup
13088,Bird,Parakeet,11.8,F,10.1,Medium,Commercial Kibble,1050.0,21.8,18.2,Feline Upper Resp Infection,"Maharashtra, India",26.6,69.5,228.6,118.8,0.46,None,None,2025-10-09,Routine Checkup
13089,Hamster,Syrian,7.7,M,9.1,Low,Homemade Cooked,1196.0,32.8,14.8,Respiratory Infection,"Delhi, India",33.0,50.3,68.8,212.5,0.4,None,None,2025-09-24,Routine Checkup
13090,Hamster,Roborovski,1.1,F,11.2,Low,Homemade Cooked,1893.0,34.9,10.5,Parvovirus,"Maharashtra, India",22.0,44.6,245.3,57.9,0.31,None,None,2025-10-04,Routine Checkup
13091,Cat,Siamese,2.9,M,8.8,Medium,Raw + Veg Mix,463.0,27.2,11.8,Parvovirus,"Gujarat, India",25.8,35.4,63.9,134.9,0.35,Sneezing,None,2025-10-08,Routine Checkup
13092,Dog,Labrador,13.7,M,24.5,Low,Commercial Kibble,1235.0,26.6,14.3,Feline Upper Resp Infection,"Maharashtra, India",30.8,46.4,244.5,109.8,0.24,None,None,2025-10-07,Routine Checkup
13093,Dog,Beagle,11.4,M,32.3,High,Commercial Kibble,533.0,32.3,10.4,Respiratory Infection,"Kerala, India",31.2,74.3,335.0,54.0,0.21,None,None,2025-10-09,Routine Checkup
13094,Bird,Parakeet,5.0,M,8.7,Medium,Commercial Kibble,2186.0,28.0,17.5,Feline Upper Resp Infection,"Kerala, India",28.7,76.7,346.4,51.2,0.36,Vomiting,None,2025-10-20,Routine Checkup
13095,Bird,Cockatiel,6.5,M,11.5,Medium,Commercial Kibble,316.0,27.0,11.2,None,"Tamil Nadu, India",26.0,64.4,176.3,67.7,0.32,None,None,2025-10-08,Routine Checkup
13096,Hamster,Syrian,0.9,F,4.3,High,Commercial Kibble,2011.0,28.1,12.9,Feline Upper Resp Infection,"Delhi, India",22.2,51.2,63.0,253.9,0.51,None,None,2025-09-24,Routine Checkup
13097,Bird,Parakeet,8.2,F,8.8,High,Mixed Diet,1151.0,29.0,18.5,Ear Infection,"Maharashtra, India",29.2,58.7,212.9,107.3,0.24,Sneezing,None,2025-10-06,Routine Checkup
13098,Cat,Bengal,11.7,F,3.5,High,Homemade Cooked,731.0,28.7,12.0,Skin Allergy,"Maharashtra, India",33.3,67.8,170.2,102.4,0.22,None,None,2025-09-30,Routine Checkup
13099,Rabbit,Netherland Dwarf,14.8,F,8.7,Low,Mixed Diet,751.0,25.0,13.0,None,"Maharashtra, India",32.3,63.7,196.5,60.1,0.28,None,None,2025-10-11,Routine Checkup
13100,Rabbit,Holland Lop,9.7,M,3.7,Low,Commercial Kibble,679.0,31.5,11.7,Feline Upper Resp Infection,"Tamil Nadu, India",28.1,78.7,167.2,88.3,0.29,Lethargy,Ear Infection,2025-10-22,Hydration therapy
13101,Cat,Bengal,4.8,M,5.9,Low,Mixed Diet,1171.0,26.7,10.3,Parvovirus,"Maharashtra, India",33.2,63.5,206.6,64.4,0.37,None,None,2025-10-07,Routine Checkup
13102,Cat,Maine Coon,13.5,M,8.2,High,Dry + Wet Mix,2073.0,32.8,11.1,None,"Kerala, India",27.5,75.4,384.4,56.8,0.37,Vomiting,None,2025-10-09,Routine Checkup
13103,Cat,Bengal,3.0,M,7.6,High,Commercial Kibble,339.0,29.9,12.8,None,"Kerala, India",25.3,84.5,159.5,33.9,0.17,None,None,2025-09-26,Routine Checkup
13104,Rabbit,Holland Lop,3.8,M,10.1,Low,Raw + Veg Mix,520.0,30.2,10.7,Parvovirus,"Tamil Nadu, India",25.5,72.8,187.7,71.4,0.24,None,None,2025-10-01,Routine Checkup
13105,Dog,German Shepherd,1.5,M,28.6,High,Mixed Diet,1122.0,28.6,11.8,Ear Infection,"Gujarat, India",28.7,54.1,24.4,140.6,0.33,None,None,2025-10-09,Routine Checkup
13106,Hamster,Syrian,13.0,M,5.1,Low,Homemade Cooked,931.0,26.9,15.9,Arthritis,"Tamil Nadu, India",33.4,68.7,173.5,69.7,0.24,None,None,2025-09-27,Routine Checkup
13107,Hamster,Roborovski,13.8,M,8.2,High,Commercial Kibble,2131.0,22.4,13.4,Feline Upper Resp Infection,"Kerala, India",28.4,84.2,315.6,53.9,0.28,None,None,2025-09-23,Routine Checkup
13108,Dog,Pug,1.9,M,3.3,Low,Mixed Diet,1180.0,32.6,12.6,Ear Infection,"Delhi, India",23.7,34.7,79.8,203.8,0.4,Sneezing,None,2025-09-26,Routine Checkup
13109,Cat,Siamese,3.4,M,11.7,Low,Homemade Cooked,705.0,32.0,13.5,None,"Delhi, India",39.1,59.0,31.8,342.3,0.7,Loss of Appetite,Respiratory Infection,2025-10-02,Provide joint supplements
13110,Cat,British Shorthair,8.6,M,2.5,Medium,Homemade Cooked,2113.0,31.3,19.8,None,"Kerala, India",30.0,72.0,334.1,59.1,0.31,Sneezing,Arthritis,2025-10-09,Administer antibiotics
13111,Rabbit,Holland Lop,8.2,F,3.1,Low,Homemade Cooked,1335.0,33.4,14.2,Skin Allergy,"Delhi, India",22.4,36.4,14.9,304.7,0.39,Sneezing,Skin Allergy,2025-09-23,Hydration therapy
13112,Hamster,Roborovski,13.7,M,5.9,High,Mixed Diet,1018.0,24.8,14.3,None,"Gujarat, India",32.8,49.3,23.5,116.8,0.25,None,None,2025-10-09,Routine Checkup
13113,Bird,Parakeet,4.2,M,7.5,Low,Dry + Wet Mix,573.0,24.4,14.4,None,"Delhi, India",20.9,41.3,14.7,313.6,0.42,Limping,Skin Allergy,2025-09-28,Provide joint supplements
13114,Dog,German Shepherd,10.0,F,26.8,Medium,Homemade Cooked,592.0,21.3,10.8,Parvovirus,"Maharashtra, India",25.1,44.1,220.1,85.7,0.29,Vomiting,Arthritis,2025-09-24,Vet exam and vaccination update
13115,Rabbit,Netherland Dwarf,6.2,F,5.7,High,Dry + Wet Mix,550.0,26.1,13.2,None,"Tamil Nadu, India",30.1,61.2,170.1,67.1,0.25,Sneezing,None,2025-10-03,Routine Checkup
13116,Rabbit,Netherland Dwarf,0.9,F,11.7,Medium,Mixed Diet,461.0,30.2,18.0,Parvovirus,"Tamil Nadu, India",31.2,79.6,112.4,59.3,0.23,None,None,2025-09-24,Routine Checkup
13117,Hamster,Roborovski,0.7,F,5.4,Low,Homemade Cooked,1096.0,22.7,10.3,Arthritis,"Delhi, India",39.1,30.2,64.6,297.8,0.56,Vomiting,None,2025-10-21,Routine Checkup
13118,Dog,German Shepherd,9.9,F,39.9,High,Mixed Diet,563.0,26.6,16.7,None,"Maharashtra, India",27.9,62.0,126.5,119.0,0.39,None,None,2025-10-16,Routine Checkup
13119,Bird,Cockatiel,15.0,M,4.4,Medium,Raw + Veg Mix,1046.0,29.5,10.3,Arthritis,"Gujarat, India",37.2,34.8,33.5,139.7,0.34,Vomiting,None,2025-09-25,Routine Checkup
13120,Bird,Cockatiel,13.8,F,2.3,High,Dry + Wet Mix,1851.0,33.2,15.2,Arthritis,"Maharashtra, India",25.1,45.2,212.0,71.0,0.19,None,None,2025-10-13,Routine Checkup
13121,Hamster,Syrian,10.5,F,8.5,Low,Homemade Cooked,530.0,25.8,14.2,None,"Gujarat, India",37.3,54.4,17.9,128.2,0.47,Coughing,None,2025-10-11,Routine Checkup
13122,Dog,Pug,12.2,M,15.7,Low,Homemade Cooked,1434.0,28.8,13.9,Parvovirus,"Gujarat, India",34.2,49.5,32.6,98.5,0.3,Sneezing,None,2025-10-13,Routine Checkup
13123,Cat,Maine Coon,6.8,F,4.2,Low,Homemade Cooked,1860.0,23.7,18.8,None,"Maharashtra, India",24.2,48.4,221.9,85.8,0.26,Vomiting,Ear Infection,2025-10-08,Adjust diet: increase protein
13124,Dog,German Shepherd,8.4,F,3.6,High,Commercial Kibble,2061.0,34.0,14.2,None,"Kerala, India",28.6,88.3,245.9,52.6,0.2,None,None,2025-10-04,Routine Checkup
13125,Hamster,Roborovski,11.9,M,8.0,Medium,Commercial Kibble,477.0,31.7,15.3,None,"Gujarat, India",22.5,35.0,130.6,108.1,0.24,Sneezing,None,2025-10-15,Routine Checkup
13126,Bird,Canary,2.2,M,2.8,Medium,Mixed Diet,1684.0,23.2,15.1,None,"Tamil Nadu, India",29.0,64.6,175.2,45.9,0.29,Vomiting,Ear Infection,2025-09-26,Provide joint supplements
13127,Dog,Pug,6.2,F,39.8,High,Commercial Kibble,1491.0,22.1,13.9,None,"Kerala, India",29.9,84.3,237.0,59.8,0.29,None,None,2025-10-22,Routine Checkup
